id,x_centroid,y_centroid,sharpness,roundness1,roundness2,n_pixels,peak,flux,mag,daofind_mag
3014,404.54093973541353,669.3860274268926,0.3939558988755738,-0.23270683,0.04114942374433675,25,61.578243,782.8454,-7.23419,-1.411857203488217
3015,526.0546292011453,668.9904616692997,0.47713698071308036,0.055988736,0.09818553345741386,25,895.40155,9867.913,-9.985563,-4.330863123888084
3016,699.8957431949025,668.7472418354955,0.5043834466546862,0.14411072,0.21798105004372323,25,29.363388,438.63962,-6.60527,-0.20244904281222725
3017,736.6489115962212,669.3420879509197,0.46525881933500834,-0.2583483,-0.03136620339136711,25,47.543102,567.29736,-6.884527,-1.0792445701509377
3018,1868.302699529468,668.6021864461934,0.461274419299842,-0.33279526,-0.03457042689057303,25,84.20197,961.1234,-7.4569483,-1.748387848349058
3019,684.2769255776377,669.5370750231644,0.4509400786560212,-0.2760559,0.11435279506132819,25,84.67266,1019.72003,-7.5212026,-1.736682708330623
3020,1080.274273402297,669.7303728007239,0.4928360508329143,-0.19804592,-0.0217393221226376,25,256.25647,2743.6978,-8.59584,-3.0093660071587536
3021,32.71567676930709,670.6513472374639,0.4904684983446921,-0.40285638,-0.3019795234792281,25,70.05184,910.52783,-7.3982334,-1.3712773935027125
3022,72.22304006334517,670.9954120081381,0.40878137105488055,-0.048453078,0.05726374282732475,25,40.077656,493.958,-6.7342253,-1.0443816005812079
3023,252.43767902551883,670.8096312599743,0.4479673196158374,-0.17791557,-0.03552748194918132,25,7906.8853,89915.4,-12.384585,-6.733200849904505
3024,375.91638837814145,671.3361701348956,0.51386476169516,0.61351573,0.1198114010235399,25,21.932388,292.0901,-6.163792,-0.024385052700085574
3025,1565.4080521949038,670.6592132148749,0.4817852729469856,0.25943357,0.07664222246267738,25,64.544395,719.7254,-7.1429167,-1.4665577749731682
3026,50.625858394709006,671.9671415886539,0.48274289465892595,0.007476755,-0.11024043152032303,25,2897.1106,33211.42,-11.303219,-5.557045926819658
3027,798.8899287636399,671.8388907523938,0.5233504597744574,0.0714056,0.029177804091438487,25,30.990921,352.90277,-6.369138,-0.5759348951967344
3028,901.0266733487871,672.3755383587937,0.368874502383669,-0.16508213,0.025256227825413948,25,31.304691,396.79233,-6.496408,-0.7084448052916059
3029,999.8911391794859,672.435256041883,0.5305243874631598,-0.15582325,0.21104748621395755,25,39.47907,409.96674,-6.531872,-0.967588629347787
3030,1059.6500722019994,672.0739933889613,0.5010374441757813,0.049348693,-0.0026185572506867124,25,56.620075,637.50793,-7.011214,-1.2650220019653415
3031,1779.4443871890624,671.5354750225787,0.5714694734872986,0.12081044,-0.09924840178316256,25,232.59795,2472.6611,-8.482912,-2.794581852379505
3032,221.04400635319035,673.4737970481553,0.49736160785938954,0.094149135,0.023044047810202056,25,380.8849,4307.9,-9.085664,-3.3524464101528344
3033,455.26524985021075,673.0856467251514,0.46047155152490005,-0.25026932,-0.04943239132674166,25,65.92993,774.8935,-7.223105,-1.4784252379314033
3034,1276.484547413365,673.0228799644585,0.4573186396379784,-0.06471643,0.025127506906668456,25,112.387436,1301.6788,-7.7862597,-2.0802730784159285
3035,123.442600411849,673.4786222694139,0.4636224318336251,-0.08039912,0.10774419189566922,25,120.22367,1425.0128,-7.884547,-2.11537857552608
3036,134.98720368750836,673.5039862285641,0.4157257433312682,0.025870794,0.09051559823034687,25,205.31026,2539.4905,-8.511867,-2.724502646132364
3037,155.35161469303463,675.4930183135695,0.5530589795606029,0.24209085,0.05270217856861987,25,115.212715,1223.8153,-7.71929,-2.0695570623488884
3038,264.23291811323935,674.634221813603,0.4911271693123328,0.33593437,0.14325381350680202,25,81.51014,1156.7374,-7.658087,-1.4319109971993835
3039,603.7487165646154,675.5184427402124,0.4056812080945384,0.14427128,0.003704910939024682,25,204.04071,2535.5547,-8.510182,-2.7182679172526214
3040,187.66257525003337,677.2896663264856,0.3387224414451508,-0.26172864,-0.13256199206930475,25,19.971745,269.61017,-6.076841,-0.312200241963974
3041,444.02732766693214,676.4903060303603,0.4875828772475026,-0.019621506,0.09630684897963092,25,124.68168,1483.2599,-7.928043,-2.127392512883936
3042,209.19991092858308,678.1092068911533,0.5361236044792326,0.009395636,-0.017029797363557603,25,88.26916,1012.09393,-7.513052,-1.7033826566331163
3043,297.4862270308936,677.8335327334441,0.5031916609733956,-0.23640817,-0.08524584382786199,25,93.56051,1110.3069,-7.6136074,-1.7836805492153602
